popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
44,0.924,0.425,-1,0.314,0.0124,0.129,-9.072,0.0312,73.69,0.311
35,0.995,0.387,363800,0.0353,0.893,0.0729,-32.142,0.0482,96.86,0.15
44,0.204,0.674,246938,0.67,0.0,0.289,-6.457,0.061,143.948,0.371
53,0.0266,0.776,144493,0.897,0.0,0.169,-3.96,0.142,100.14,0.499
51,0.0224,0.647,233573,0.69,0.0,0.147,-8.657,0.0454,117.514,0.682
68,0.154,0.71,180675,0.47,0.0,0.643,-9.33,0.142,80.027,0.581
65,0.664,0.582,215813,0.443,0.0,0.0703,-7.816,0.0436,78.071,0.452
45,0.445,0.715,197013,0.662,0.0,0.0813,-5.761,0.188,87.904,0.626
25,0.0166,0.376,255120,0.3,0.000842,0.483,-5.861,0.0305,99.677,0.277
49,0.0533,0.486,-1,0.995,0.000298,0.674,-3.611,0.0636,117.26,0.142
71,0.0414,0.686,289560,0.428,0.0,0.138,-13.072,0.192,141.95,0.329
33,0.289,0.546,294933,0.437,0.000312,0.119,-8.993,0.0326,129.955,0.534
13,0.761,0.544,214800,0.792,0.0,0.335,-3.512,0.0462,119.998,0.615
57,0.123,0.749,238054,0.649,0.0,0.371,-8.623,0.053,120.068,0.146
42,0.000128,0.442,290547,0.793,0.000305,0.227,-5.465,0.029,149.958,0.313
32,0.806,0.423,123840,0.156,0.000587,0.623,-17.959,0.039,135.911,0.563
21,0.000266,0.502,-1,0.949,3.72e-05,0.336,-4.046,0.0514,150.003,0.459
39,0.872,0.121,499960,0.27,0.746,0.176,-13.276,0.0421,71.806,0.035
25,0.0242,0.449,376500,0.891,0.258,0.669,-4.118,0.135,109.953,0.544
62,0.0711,0.753,193093,0.594,0.0,0.391,-9.486,0.0816,112.568,0.562
65,0.273,0.535,184500,0.524,0.0,0.08,-6.225,0.192,80.538,0.891
80,0.381,0.642,195053,0.782,0.0,0.108,-3.395,0.0477,162.005,0.396
40,0.000636,0.384,180400,0.917,4.35e-05,0.409,-4.516,0.194,79.478,0.443
71,0.0808,0.787,175721,0.552,0.0,0.102,-7.676,0.0685,119.9529606,0.21
48,5.29e-06,0.368,202467,0.939,0.898,0.082,-3.65,0.0382,84.08,0.615
21,0.122,0.866,295867,0.637,0.0,0.0727,-6.563,0.0291,95.509,0.9
41,0.962,0.683,192200,0.0941,0.762,0.119,-20.776,0.0517,123.967,0.403
34,0.566,0.57,467760,0.291,0.0283,0.0453,-13.953,0.0425,106.247,0.423
46,0.141,0.612,316653,0.607,0.167,0.104,-8.637,0.0396,79.975,0.661
56,0.0873,0.542,203120,0.859,0.0,0.145,-5.137,0.0424,140.9,0.637
42,0.0446,0.47,242147,0.552,0.0328,0.641,-6.885,0.0272,106.92,0.206
44,0.0462,0.676,195053,0.788,0.0,0.173,-5.757,0.0994,119.9529606,0.384
23,3.61e-05,0.42,214027,0.935,0.121,0.0654,-3.63,0.0429,119.9529606,0.682
52,0.15,0.835,170658,0.873,0.0,0.304,-4.052,0.247,122.019,0.833
42,0.903,0.449,136493,0.174,0.0,0.124,-12.56,0.0292,119.9529606,0.288
38,0.137,0.494,205160,0.357,0.667,0.131,-17.063,0.0343,119.9529606,0.292
46,0.00076,0.505,223373,0.755,0.0725,0.348,-7.568,0.0315,157.993,0.532
40,0.423,0.312,389395,0.379,0.00413,0.951,-9.93,0.0307,105.734,0.285
39,0.97,0.206,208280,0.116,0.959,0.144,-23.543,0.0464,114.943,0.0383
55,0.0517,0.573,-1,0.738,7.93e-05,0.12,-5.855,0.283,207.852,0.565
54,0.274,0.846,163480,0.752,0.0,0.11,-4.942,0.449,140.018,0.575
50,0.00287,0.517,260094,0.561,0.0,0.556,-5.364,0.0351,139.959,0.149
63,0.309,0.635,223480,0.562,2.01e-06,0.11,-8.92,0.168,181.014,0.288
41,0.578,0.611,-1,0.425,1.53e-05,0.0603,-11.332,0.0472,120.15,0.654
40,0.966,0.716,219173,0.404,0.909,0.107,-13.79,0.0437,96.979,0.565
29,0.00843,0.345,275200,0.896,0.0312,0.128,-2.695,0.374,75.897,0.149
50,0.875,0.653,524093,0.368,0.00305,0.0972,-11.567,0.0439,117.161,0.249
56,0.153,0.731,-1,0.488,4.44e-06,0.0634,-7.256,0.0538,93.981,0.465
53,0.177,0.655,304693,0.429,0.0,0.0643,-12.824,0.0289,118.732,0.528
48,0.174,0.843,305219,0.668,6.66e-05,0.0963,-7.236,0.0371,125.028,0.378
56,0.0236,0.705,273810,0.584,0.0,0.176,-6.397,0.396,71.666,0.35
30,0.331,0.779,-1,0.769,1.43e-06,0.076,-5.78,0.0384,127.96,0.941
18,0.903,0.477,-1,0.221,0.852,0.113,-20.078,0.0329,128.154,0.198
30,0.00219,0.497,128787,0.92,0.814,0.16,-3.098,0.0491,82.87,0.663
34,0.981,0.142,274507,0.0526,0.969,0.0707,-26.037,0.0402,119.9529606,0.0356
52,0.0117,0.665,413880,0.991,0.00392,0.339,-6.725,0.256,152.596,0.0676
33,0.125,0.726,334173,0.497,0.89,0.104,-10.742,0.0433,125.004,0.459
38,0.637,0.752,553500,0.791,0.751,0.1,-12.4,0.0554,116.004,0.11
46,0.129,0.676,492267,0.352,0.283,0.11,-10.239,0.0345,121.438,0.492
38,0.0133,0.576,201347,0.869,0.0,0.14,-4.624,0.0496,80.98,0.809
79,0.0149,0.921,191252,0.467,0.000238,0.334,-8.443,0.119,135.995,0.287
67,0.266,0.328,180600,0.619,1.95e-06,0.178,-7.136,0.282,67.153,0.405
68,6.06e-05,0.451,194227,0.815,0.0,0.27,-5.55,0.0368,147.974,0.618
48,0.668,0.54,349980,0.48,0.0468,0.599,-10.737,0.0355,86.054,0.243
30,0.223,0.637,224587,0.831,0.402,0.114,-6.372,0.0298,90.008,0.533
42,0.00798,0.672,522075,0.688,0.861,0.194,-9.605,0.0375,127.003,0.808
70,0.00666,0.494,175093,0.939,0.0,0.139,-3.127,0.126,177.751,0.893
55,0.227,0.551,295067,0.852,9.84e-06,0.276,-3.446,0.161,147.001,0.436
56,0.169,0.669,329187,0.662,0.0,0.345,-7.758,0.0446,94.531,0.471
56,0.245,0.876,127335,0.807,0.0,0.125,-4.466,0.18,135.754,0.691
26,0.0605,0.348,313400,0.676,0.00118,0.948,-8.054,0.0342,119.9529606,0.482
65,0.0207,0.665,192905,0.973,0.839,0.0381,-2.112,0.26,160.018,0.135
45,0.0464,0.708,309227,0.745,0.873,0.365,-6.961,0.0424,122.016,0.161
50,0.000225,0.606,281147,0.905,0.00199,0.0724,-6.514,0.0486,126.793,0.672
30,0.973,0.43,533684,0.0828,0.609,0.214,-22.039,0.0474,125.093,0.459
40,0.557,0.531,239730,0.438,0.000133,0.104,-7.955,0.0264,70.996,0.231
48,0.00806,0.52,259231,0.963,0.000151,0.175,-2.662,0.0498,155.934,0.567
41,0.00976,0.321,-1,0.788,0.395,0.29,-7.772,0.0289,126.355,0.657
35,0.00721,0.551,667973,0.531,0.000868,0.135,-9.054,0.0495,82.36,0.546
35,0.0153,0.55,205559,0.734,0.0,0.2,-5.72,0.031,74.995,0.592
41,0.178,0.7,227159,0.679,0.0,0.0787,-7.019,0.117,78.817,0.412
31,0.54,0.862,346733,0.412,0.0,0.0611,-4.877,0.0453,99.964,0.614
73,0.232,0.848,181948,0.649,0.0,0.101,-6.083,0.315,118.04,0.629
47,0.324,0.644,85775,0.722,0.892,0.0895,-4.872,0.0787,89.519,0.769
72,0.564,0.492,164083,0.712,9.1e-05,0.357,-7.278,0.691,137.453,0.23
23,0.146,0.744,161544,0.65,0.204,0.224,-7.676,0.183,119.9529606,0.357
27,0.702,0.738,160240,0.411,0.0086,0.106,-8.988,0.0507,76.005,0.651
37,0.0383,0.594,209877,0.735,0.0,0.13,-5.408,0.0518,121.947,0.752
64,0.0507,0.693,184615,0.563,0.0021,0.112,-8.553,0.0675,155.962,0.618
32,0.783,0.358,207573,0.549,0.0286,0.0928,-8.012,0.0766,148.118,0.0854
52,0.152,0.715,130342,0.684,0.0,0.473,-8.138,0.549,89.963,0.767
22,0.0978,0.189,139400,0.812,0.875,0.181,-10.686,0.0436,123.597,0.276
39,0.378,0.927,195200,0.418,2.43e-06,0.117,-5.181,0.0454,101.032,0.921
47,0.45,0.381,67520,0.592,0.0,0.534,-10.879,0.289,84.974,0.673
42,0.666,0.656,187053,0.707,0.0,0.17,-3.841,0.0293,126.057,0.473
66,0.0219,0.733,227027,0.66,0.0,0.151,-6.87,0.0436,138.034,0.259
36,0.0412,0.578,214093,0.826,0.000113,0.343,-5.042,0.0302,120.98,0.534
23,0.000136,0.475,271640,0.822,0.0,0.106,-4.06,0.068,134.776,0.279
49,0.269,0.694,298600,0.895,4.17e-06,0.4,-3.258,0.335,167.974,0.779
30,0.313,0.616,358387,0.464,0.916,0.109,-17.747,0.0471,177.829,0.113
19,0.00242,0.396,281640,0.986,2.14e-05,0.338,-4.843,0.23,169.976,0.143
53,0.144,0.726,227187,0.616,0.0,0.316,-6.677,0.364,82.548,0.607
8,0.954,0.0843,1617333,0.123,0.74,0.711,-17.919,0.0396,56.855,0.0446
38,0.000416,0.694,128000,0.917,0.422,0.515,-3.181,0.219,150.01,0.526
21,0.732,0.231,-1,0.0406,0.0823,0.605,-29.209,0.0558,75.319,0.164
47,0.23,0.622,196227,0.448,0.0,0.102,-10.709,0.0265,119.9529606,0.553
35,0.959,0.0667,226787,0.0338,0.885,0.09,-26.563,0.0474,119.9529606,0.0376
12,0.991,0.254,106933,0.203,0.886,0.313,-19.116,0.04,109.666,0.172
45,0.00126,0.83,180510,0.868,0.11,0.124,-4.223,0.159,149.95,0.702
39,0.000672,0.56,219000,0.87,0.109,0.129,-3.492,0.0523,160.044,0.345
58,0.13,0.839,-1,0.888,0.000376,0.116,-4.181,0.116,115.005,0.6
54,0.149,0.738,257640,0.879,0.0,0.102,-4.444,0.245,90.338,0.893
21,0.988,0.613,-1,0.213,0.00128,0.138,-13.443,0.0603,102.223,0.71
50,0.0506,0.663,125747,0.738,0.0,0.0894,-6.958,0.4,184.078,0.544
35,0.437,0.62,184000,0.611,0.0288,0.118,-10.708,0.0275,93.119,0.689
19,0.386,0.666,252493,0.841,0.0,0.13,-5.509,0.0258,138.029,0.512
78,0.371,0.558,-1,0.559,7.49e-06,0.109,-9.222,0.0959,78.558,0.62
47,0.975,0.36,-1,0.366,0.00229,0.375,-11.636,0.0683,80.491,0.386
52,0.00297,0.399,294000,0.925,0.799,0.106,-5.45,0.0382,176.009,0.145
46,0.000534,0.374,478428,0.926,0.0117,0.341,-4.947,0.0832,106.315,0.619
74,0.311,0.644,177000,0.501,0.0,0.106,-8.959,0.492,129.828,0.173
72,0.536,0.562,375050,0.544,0.0,0.17,-5.065,0.369,159.517,0.231
27,0.665,0.327,-1,0.132,0.832,0.249,-17.153,0.0413,119.9529606,0.216
38,0.193,0.612,394147,0.481,0.000119,0.108,-7.158,0.0288,90.033,0.467
47,0.0792,0.73,263533,0.543,0.559,0.11,-8.418,0.0638,166.024,0.796
60,0.0688,0.626,-1,0.527,0.000214,0.372,-9.371,0.109,151.657,0.227
34,0.428,0.512,643545,0.64,0.00447,0.693,-12.263,0.0761,159.814,0.411
38,0.0882,0.455,395253,0.57,0.000118,0.246,-10.118,0.0486,122.83,0.668
39,0.963,0.474,498840,0.0431,0.935,0.11,-25.246,0.0396,129.786,0.145
55,0.000651,0.2,184427,0.863,0.0,0.339,-3.424,0.0626,93.977,0.468
30,0.726,0.377,213253,0.111,0.707,0.109,-17.324,0.0588,96.688,0.137
45,0.935,0.548,250760,0.115,0.0807,0.16,-18.408,0.034,107.799,0.15
44,0.000254,0.378,287365,0.919,0.899,0.61,-6.234,0.0489,93.045,0.205
37,0.0106,0.204,137350,0.104,0.828,0.136,-21.608,0.046,68.323,0.0323
33,0.176,0.615,264840,0.526,0.0128,0.127,-7.503,0.0284,155.972,0.383
59,0.704,0.178,-1,0.981,7.45e-05,0.854,-1.743,0.162,88.21,0.369
68,0.0125,0.426,166707,0.894,0.00041,0.187,-6.699,0.174,108.725,0.63
56,0.0632,0.705,241947,0.75,0.0,0.146,-4.558,0.0522,77.817,0.392
60,0.121,0.78,229400,0.467,0.000134,0.314,-6.645,0.253,96.056,0.312
44,0.263,0.841,294040,0.835,0.0,0.108,-6.191,0.308,133.024,0.702
36,0.9,0.678,143320,0.327,0.158,0.111,-9.072,0.0288,113.803,0.557
56,0.0434,0.8,139279,0.672,0.0,0.141,-7.925,0.32,76.023,0.871
49,0.0117,0.562,284093,0.896,0.0,0.322,-7.974,0.203,93.378,0.362
52,0.516,0.813,-1,0.757,0.0,0.363,-5.358,0.356,92.996,0.646
56,0.993,0.187,350107,0.00914,0.934,0.109,-31.231,0.0362,67.144,0.0383
50,0.0749,0.791,308373,0.535,1.96e-06,0.156,-13.261,0.0355,127.488,0.963
36,0.842,0.324,460613,0.153,0.975,0.108,-20.82,0.0386,119.9529606,0.0367
15,0.464,0.0624,177867,0.218,0.941,0.125,-12.529,0.0416,62.838,0.0298
68,0.555,0.635,217419,0.691,0.0,0.097,-4.862,0.258,82.142,0.638
55,0.396,0.326,211520,0.65,0.0,0.119,-9.574,0.199,84.461,0.438
62,0.472,0.757,200865,0.614,0.0,0.161,-6.828,0.126,90.523,0.616
23,0.019,0.519,256560,0.875,0.0,0.315,-4.542,0.0406,104.04,0.546
37,0.995,0.45,85707,0.00251,0.926,0.0571,-38.718,0.0535,62.44,0.0896
50,0.00263,0.884,228667,0.855,0.00104,0.0499,-8.919,0.227,99.018,0.415
34,0.211,0.599,210550,0.79,6.74e-06,0.326,-7.155,0.0295,91.029,0.718
41,0.218,0.729,-1,0.666,0.00032,0.34,-10.212,0.0297,120.296,0.882
41,0.018,0.482,172520,0.864,0.0,0.0743,-4.04,0.0948,185.736,0.771
53,0.015,0.609,216693,0.807,0.00123,0.37,-8.286,0.0559,121.768,0.754
51,0.0236,0.47,145120,0.564,3.89e-06,0.103,-9.241,0.216,122.111,0.408
28,0.121,0.365,333867,0.676,0.701,0.478,-8.7,0.112,149.22,0.599
56,0.651,0.665,286067,0.37,0.000315,0.073,-16.651,0.035,122.997,0.519
54,0.0593,0.608,233147,0.863,0.0,0.228,-4.87,0.131,150.029,0.476
41,0.937,0.358,255400,0.225,1.34e-06,0.0867,-8.217,0.0347,119.9529606,0.487
45,0.784,0.56,214945,0.204,0.0,0.109,-15.395,0.0448,120.138,0.282
50,0.127,0.458,202307,0.805,0.0,0.664,-5.465,0.16,143.755,0.282
63,0.00152,0.648,278067,0.622,5.97e-05,0.109,-6.063,0.0428,88.684,0.51
61,0.491,0.545,288053,0.467,0.175,0.0805,-10.862,0.0305,113.713,0.444
34,0.00477,0.758,231224,0.479,0.872,0.107,-6.791,0.0868,92.003,0.652
32,0.00938,0.495,200360,0.786,0.00752,0.107,-10.51,0.035,142.266,0.696
62,0.039,0.485,184920,0.701,0.0,0.0977,-3.807,0.0288,151.948,0.613
29,0.301,0.511,295987,0.699,0.0,0.0884,-4.485,0.037,119.9529606,0.496
39,0.261,0.486,209160,0.512,0.0186,0.121,-7.637,0.0327,65.145,0.321
32,0.000744,0.471,228520,0.944,0.000587,0.193,-4.673,0.0686,94.414,0.763
37,0.333,0.793,509107,0.479,0.907,0.0279,-10.759,0.0822,95.99,0.645
44,0.71,0.627,370453,0.496,0.831,0.343,-11.866,0.0396,95.0,0.0801
40,0.702,0.674,246693,0.528,1.63e-05,0.0799,-6.939,0.045,88.105,0.955
38,0.328,0.444,337017,0.54,0.0127,0.08,-11.003,0.216,119.9529606,0.287
50,0.188,0.766,261176,0.526,0.0,0.0744,-6.228,0.233,136.105,0.568
34,0.551,0.301,260200,0.739,3.86e-05,0.11,-7.615,0.043,90.96,0.595
30,0.747,0.216,212160,0.389,0.904,0.513,-11.301,0.038,163.163,0.155
46,0.866,0.47,320520,0.22,1.07e-06,0.113,-11.727,0.043,156.109,0.349
44,0.000354,0.272,204402,0.908,0.0362,0.18,-7.928,0.103,160.913,0.38
30,0.0618,0.389,160440,0.829,0.00125,0.168,-5.58,0.15,122.051,0.435
31,1.14e-05,0.294,253947,0.921,8.04e-05,0.0802,-4.165,0.0807,184.78,0.241
11,0.929,0.563,142573,0.252,6.11e-05,0.126,-10.691,0.0287,111.721,0.0792
47,0.803,0.193,251173,0.00709,0.208,0.0981,-33.602,0.0436,94.681,0.037
36,0.42,0.52,575933,0.479,0.779,0.0942,-8.389,0.0278,90.011,0.169
36,0.481,0.718,285533,0.548,0.857,0.0892,-11.204,0.0316,109.96,0.629
50,0.00555,0.74,184490,0.497,0.0,0.334,-5.309,0.152,147.026,0.067
16,0.868,0.577,343467,0.491,0.931,0.0842,-7.412,0.063,124.557,0.389
34,3.23e-06,0.275,144600,0.958,0.959,0.315,-9.171,0.0408,99.993,0.727
42,0.458,0.368,-1,0.395,3.66e-05,0.14,-14.067,0.0296,101.564,0.466
44,0.931,0.221,184169,0.093,0.957,0.0757,-23.238,0.0367,102.96,0.127
52,0.0178,0.878,251667,0.651,0.0,0.0408,-8.074,0.252,92.028,0.102
58,0.335,0.792,230600,0.808,0.0,0.269,-4.156,0.0963,92.064,0.709
51,0.0378,0.549,177000,0.888,7.22e-06,0.156,-3.68,0.0291,104.976,0.386
36,0.847,0.465,131200,0.431,0.0,0.36,-10.847,0.0304,93.981,0.74
59,0.0193,0.691,305680,0.96,0.0,0.0626,-1.616,0.198,157.02,0.645
46,0.0217,0.57,232880,0.6,0.0,0.0957,-11.618,0.039,143.861,0.611
54,0.232,0.499,335893,0.816,0.0,0.105,-3.913,0.0358,82.017,0.275
81,0.387,0.836,-1,0.621,9.16e-05,0.104,-4.685,0.0892,101.995,0.762
28,0.935,0.294,37027,0.349,0.581,0.158,-17.519,0.0475,155.418,0.0298
21,0.614,0.717,89958,0.433,0.764,0.108,-10.354,0.146,80.038,0.546
48,0.198,0.741,194581,0.556,0.0597,0.126,-8.28,0.046,129.538,0.2
43,0.163,0.81,350467,0.59,0.06,0.0961,-7.421,0.047,120.017,0.662
56,0.298,0.632,180000,0.742,0.0,0.433,-7.041,0.0846,160.037,0.657
54,0.00535,0.413,231368,0.885,1.97e-06,0.166,-7.695,0.0777,113.807,0.211
26,0.168,0.291,541640,0.937,0.47,0.86,-7.032,0.103,153.324,0.427
52,0.0031,0.769,195347,0.601,0.0,0.272,-8.402,0.171,168.996,0.448
55,0.349,0.446,245693,0.519,0.00599,0.249,-7.585,0.0274,151.267,0.383
37,0.904,0.547,374093,0.116,0.848,0.107,-21.946,0.0354,105.115,0.344
28,0.0298,0.489,241680,0.746,0.21,0.0997,-7.073,0.0431,166.597,0.866
55,0.0312,0.473,312280,0.691,0.00404,0.147,-7.984,0.0248,82.118,0.421
37,0.988,0.668,205640,0.243,0.0296,0.108,-11.664,0.0541,74.258,0.668
49,0.32,0.601,229520,0.558,0.375,0.0732,-8.353,0.0441,92.948,0.416
65,0.723,0.714,-1,0.343,5.48e-06,0.102,-7.641,0.38,72.348,0.372
47,0.111,0.69,268138,0.74,0.807,0.0899,-5.509,0.0741,144.935,0.363
60,0.103,0.401,60000,0.532,0.0,0.478,-11.554,0.508,84.777,0.413
48,0.334,0.768,192923,0.766,0.0,0.115,-3.697,0.0891,129.985,0.676
48,0.0169,0.42,400711,0.752,0.0214,0.117,-5.002,0.0386,111.105,0.461
41,0.644,0.823,236533,0.814,0.687,0.117,-5.611,0.177,102.619,0.649
25,0.0161,0.815,149647,0.666,0.552,0.0745,-5.995,0.227,119.9529606,0.483
23,0.00961,0.514,262253,0.523,0.778,0.14,-6.601,0.117,143.844,0.444
54,5.45e-05,0.483,250128,0.962,9.61e-06,0.273,-2.93,0.107,88.003,0.459
39,0.00351,0.534,287033,0.653,0.0205,0.254,-7.358,0.0314,155.693,0.434
38,0.992,0.379,239640,0.279,0.907,0.107,-12.694,0.0339,89.918,0.293
42,0.48,0.65,204533,0.791,0.0,0.16,-4.397,0.0331,93.992,0.896
41,0.0873,0.364,187853,0.845,1.4e-06,0.0843,-4.115,0.0571,130.022,0.428
30,0.0303,0.813,245040,0.767,0.887,0.0467,-7.177,0.0375,119.9529606,0.877
46,0.281,0.498,-1,0.724,6.75e-06,0.157,-5.142,0.0892,145.908,0.384
54,0.517,0.589,217920,0.616,9.33e-06,0.123,-3.401,0.0987,83.937,0.305
41,0.885,0.454,264667,0.206,0.000108,0.067,-14.855,0.0333,167.169,0.336
54,0.000564,0.635,325385,0.756,0.868,0.11,-9.421,0.0381,129.998,0.106
63,0.0129,0.826,130909,0.914,0.0,0.0787,-2.925,0.266,93.532,0.687
48,0.131,0.886,256000,0.503,0.000692,0.104,-7.189,0.0437,119.9529606,0.55
62,0.00273,0.449,210707,0.971,0.0,0.141,-3.66,0.0476,144.031,0.414
41,0.703,0.546,418027,0.34,0.0,0.0975,-8.161,0.026,78.31,0.325
41,0.0282,0.61,224341,0.774,0.0,0.111,-5.159,0.0289,82.993,0.695
34,0.0267,0.519,408920,0.482,0.00787,0.337,-6.85,0.0305,125.844,0.152
31,0.739,0.565,260467,0.393,0.000845,0.143,-9.309,0.0244,75.537,0.229
54,0.229,0.862,148747,0.598,0.00304,0.135,-6.667,0.0612,141.934,0.561
28,0.422,0.585,232400,0.726,0.0235,0.332,-12.614,0.0549,126.105,0.884
40,0.00851,0.549,199240,0.895,1.12e-06,0.131,-7.145,0.0445,134.595,0.95
50,0.0571,0.681,-1,0.747,2.12e-06,0.171,-5.731,0.0329,106.977,0.282
49,0.0121,0.3,181333,0.965,0.000742,0.687,-6.724,0.0429,178.963,0.793
53,0.985,0.336,190400,0.0619,0.891,0.11,-20.494,0.0363,60.705,0.197
48,0.495,0.95,190240,0.343,0.0,0.0805,-9.418,0.508,124.051,0.564
50,0.000571,0.183,-1,0.984,1.84e-05,0.288,-2.654,0.186,182.41,0.36
48,0.951,0.498,193787,0.0969,0.0,0.105,-16.482,0.0435,144.077,0.39
39,0.152,0.572,235416,0.826,0.0,0.113,-5.167,0.132,167.988,0.408
48,0.203,0.673,212907,0.838,8.8e-06,0.105,-5.922,0.314,168.114,0.872
37,0.0266,0.491,324100,0.943,0.0,0.21,-3.046,0.0354,92.483,0.396
42,0.0614,0.643,370160,0.643,0.711,0.119,-8.081,0.027,102.0,0.436
70,0.201,0.617,225800,0.779,0.0,0.117,-5.084,0.287,83.332,0.887
59,0.000813,0.653,309573,0.708,0.0197,0.0764,-9.367,0.0263,100.698,0.891
33,0.978,0.434,208147,0.0867,0.86,0.407,-22.613,0.0527,79.847,0.82
45,0.347,0.741,289800,0.724,0.0325,0.305,-4.674,0.0402,91.017,0.607
54,0.206,0.501,247202,0.903,0.0,0.155,-4.327,0.12,131.957,0.432
35,0.000612,0.292,301613,0.97,0.403,0.308,-3.615,0.132,109.8,0.351
36,0.139,0.635,249147,0.476,5.97e-05,0.103,-10.441,0.0721,88.053,0.522
39,0.81,0.478,213667,0.395,0.0,0.346,-11.674,0.0306,136.467,0.616
33,0.137,0.472,220187,0.815,5.06e-05,0.261,-9.725,0.0478,131.547,0.593
53,0.00216,0.474,132733,0.994,0.126,0.314,-1.884,0.103,171.433,0.847
20,0.000918,0.167,-1,0.461,0.793,0.113,-10.65,0.0331,87.03,0.103
19,0.105,0.511,148067,0.352,0.788,0.217,-13.681,0.0352,84.439,0.204
42,0.0586,0.809,160500,0.27,0.901,0.257,-13.723,0.0781,80.009,0.108
53,0.746,0.561,225533,0.891,0.0,0.109,-4.771,0.305,91.316,0.69
32,0.995,0.209,318000,0.0153,0.877,0.0674,-29.801,0.0408,119.9529606,0.118
70,0.0557,0.678,213402,0.76,0.0,0.359,-5.546,0.221,96.044,0.24
25,0.0106,0.584,253467,0.925,0.0857,0.581,-4.09,0.164,127.984,0.0534
51,0.214,0.606,197160,0.848,7.14e-05,0.111,-5.726,0.0361,132.004,0.49
28,0.253,0.519,310707,0.707,0.00084,0.212,-4.844,0.0261,180.03,0.517
46,0.48,0.809,203327,0.523,0.0,0.277,-6.335,0.206,133.921,0.827
51,0.000614,0.411,322613,0.768,0.00859,0.134,-4.21,0.0562,134.408,0.672
44,0.000848,0.726,-1,0.892,0.000144,0.831,-2.278,0.0557,120.1,0.334
26,0.488,0.522,322547,0.324,0.724,0.551,-14.972,0.0408,115.836,0.395
25,0.00398,0.568,373930,0.587,0.74,0.684,-11.238,0.0331,128.008,0.038
64,0.263,0.782,-1,0.508,0.0706,0.157,-7.153,0.231,137.954,0.356
47,0.0135,0.162,369338,0.517,0.246,0.116,-8.214,0.0631,173.743,0.109
13,0.739,0.4,173000,0.437,0.967,0.132,-14.016,0.0503,119.9529606,0.142
74,0.0459,0.655,-1,0.835,0.0,0.409,-3.451,0.059,91.035,0.165
72,0.342,0.547,208493,0.596,0.335,0.148,-7.744,0.192,119.9529606,0.368
44,0.597,0.669,192444,0.699,3.09e-05,0.2,-6.882,0.0582,92.006,0.368
32,0.00465,0.638,222369,0.587,0.909,0.157,-6.266,0.0413,145.036,0.323
40,0.91,0.412,198107,0.0769,0.00144,0.113,-20.142,0.032,171.168,0.518
31,0.158,0.498,410867,0.571,0.00945,0.0553,-8.341,0.0281,139.226,0.492
53,0.994,0.222,161360,0.0119,0.925,0.102,-32.855,0.0357,72.774,0.14
40,0.0138,0.77,-1,0.721,0.505,0.0968,-8.008,0.0532,119.996,0.366
56,0.252,0.873,181360,0.872,0.0,0.335,-0.883,0.17,97.978,0.683
58,0.0208,0.808,221027,0.726,0.276,0.129,-8.435,0.252,96.12,0.616
55,0.0134,0.655,217067,0.626,0.0,0.349,-7.155,0.045,134.028,0.498
64,0.263,0.443,-1,0.727,0.000141,0.169,-7.951,0.145,160.82,0.566
40,0.168,0.568,368533,0.33,0.546,0.807,-16.029,0.0265,106.142,0.297
64,0.517,0.82,-1,0.596,0.00159,0.358,-7.539,0.246,94.968,0.54
61,0.453,0.508,213267,0.493,0.0,0.241,-8.786,0.0327,127.671,0.467
29,0.972,0.154,450413,0.0118,0.847,0.0709,-31.067,0.0467,80.151,0.0524
38,0.0162,0.636,182187,0.526,2.3e-06,0.089,-7.372,0.0363,76.447,0.338
33,0.99,0.393,-1,0.112,0.924,0.123,-24.031,0.0348,139.968,0.487
32,0.00058,0.664,-1,0.83,0.113,0.339,-5.021,0.0463,94.812,0.906
27,0.0589,0.544,232533,0.484,2.92e-06,0.256,-7.111,0.0254,144.872,0.519
63,0.0371,0.437,266493,0.337,0.000946,0.0981,-11.439,0.0326,119.9529606,0.0784
43,0.0129,0.616,207067,0.605,0.0,0.112,-4.641,0.093,77.493,0.435
33,0.933,0.304,-1,0.126,0.939,0.124,-20.634,0.0286,84.377,0.307
35,0.962,0.375,143581,0.208,4.72e-06,0.0856,-12.955,0.0341,67.714,0.379
25,0.973,0.0712,257280,0.0169,0.35,0.0731,-26.569,0.0496,77.78,0.0311
78,0.0571,0.824,137134,0.595,3.7e-06,0.0876,-6.346,0.091,140.039,0.157
41,0.934,0.185,182773,0.0805,0.0125,0.0841,-21.025,0.0428,89.936,0.0574
2,0.498,0.539,55101,0.453,0.875,0.106,-21.199,0.0684,82.184,0.764
67,0.0662,0.816,307640,0.813,2.77e-06,0.602,-7.798,0.0664,127.979,0.436
6,0.978,0.239,708760,0.0514,0.874,0.101,-23.135,0.0451,110.333,0.0388
31,0.901,0.299,-1,0.182,0.939,0.429,-17.152,0.039,136.472,0.127
21,0.00112,0.626,211587,0.881,1.07e-05,0.254,-4.835,0.0352,128.045,0.75
68,0.377,0.648,349933,0.631,0.0,0.12,-5.662,0.103,105.989,0.142
33,0.84,0.192,422133,0.00681,0.0844,0.0681,-37.783,0.0456,79.046,0.0702
30,0.806,0.611,306333,0.67,0.913,0.121,-9.736,0.0297,95.109,0.706
